ESSAY_ID,REAL_SCORE,PRED_SCORE
ESSAY_64095,94.75666666666666,91.0911111111111
ESSAY_62239,95.73444444444445,90.50666666666666
ESSAY_51263,96.7,83.65444444444445
ESSAY_51239,85.37,92.16333333333333
ESSAY_78850,52.84555555555555,67.83888888888889
ESSAY_49025,100.0,86.07666666666667
ESSAY_41204,98.53333333333333,92.16333333333333
ESSAY_55640,92.61777777777777,89.73111111111112
ESSAY_38858,62.9,59.13111111111111
ESSAY_64680,83.53666666666668,91.1511111111111
ESSAY_62261,97.55555555555556,91.37666666666667
ESSAY_80227,83.85444444444445,90.04666666666667
ESSAY_32687,88.02222222222221,90.23777777777778
ESSAY_53275,100.0,90.56666666666668
ESSAY_51231,89.67222222222222,91.86555555555556
ESSAY_49054,92.1288888888889,91.19444444444444
ESSAY_38141,80.94555555555556,88.28666666666668
ESSAY_51170,82.24111111111111,84.02444444444444
ESSAY_51215,80.94555555555556,91.19666666666667
ESSAY_64669,80.21222222222222,93.13333333333333
ESSAY_42797,77.87777777777778,70.2511111111111
ESSAY_51233,96.05222222222221,92.40333333333334
ESSAY_49031,99.02222222222221,93.32777777777778
ESSAY_49038,99.02222222222221,84.49111111111111
ESSAY_38859,86.71444444444445,88.22444444444444
ESSAY_51358,99.5111111111111,90.72999999999999
ESSAY_51369,98.04444444444445,92.95555555555555
ESSAY_41133,96.5411111111111,93.17777777777778
ESSAY_49016,100.0,88.25222222222222
ESSAY_42834,100.0,88.38777777777777
ESSAY_51284,96.39444444444445,91.95333333333333
ESSAY_42850,98.04444444444445,85.82333333333334
ESSAY_51244,92.78888888888889,76.79666666666667
ESSAY_41197,94.25555555555556,92.06
ESSAY_57255,97.36,88.45071428571428
ESSAY_41040,78.03928571428571,84.61571428571429
ESSAY_62680,83.31928571428571,87.16571428571429
ESSAY_47164,71.25428571428571,78.53357142857143
ESSAY_33748,85.205,90.62071428571429
ESSAY_48722,91.2,76.11
ESSAY_39395,71.58,80.00214285714284
ESSAY_40421,72.81428571428572,75.81857142857143
ESSAY_45556,75.3442857142857,83.13214285714285
ESSAY_56473,77.32428571428571,83.33714285714287
ESSAY_41893,93.27428571428571,87.87928571428571
ESSAY_62811,83.94,81.15357142857142
ESSAY_36342,67.90357142857142,82.5957142857143
ESSAY_45632,83.0442857142857,88.57071428571429
ESSAY_61799,78.7307142857143,84.48714285714286
ESSAY_66680,72.77857142857142,76.23357142857142
ESSAY_50434,89.94285714285715,81.24214285714285
ESSAY_36345,94.94,91.71428571428571
ESSAY_45195,71.95,85.55714285714285
ESSAY_56345,70.59071428571428,84.68714285714286
ESSAY_33364,90.41428571428571,79.45357142857142
ESSAY_41855,90.65,83.01214285714286
ESSAY_48606,78.275,70.22642857142857
ESSAY_41877,86.54071428571429,81.28357142857143
ESSAY_40317,74.71571428571428,86.9542857142857
ESSAY_80070,67.385,82.48214285714286
ESSAY_45722,71.13071428571429,77.135
ESSAY_44355,79.41428571428571,89.02785714285714
ESSAY_66759,72.42142857142858,81.28214285714286
ESSAY_39417,57.32000000000001,71.08500000000001
ESSAY_45715,66.065,68.64142857142858
ESSAY_45194,55.004999999999995,70.45
ESSAY_56993,71.17999999999999,82.81214285714286
ESSAY_47334,81.52785714285714,67.27642857142857
ESSAY_54705,70.465,85.80071428571429
ESSAY_39553,60.79071428571429,70.465
ESSAY_66479,62.364285714285714,79.94357142857143
ESSAY_48719,89.25928571428571,77.70714285714286
ESSAY_45664,86.91,88.77571428571429
ESSAY_41842,98.67999999999999,88.27571428571429
ESSAY_39437,74.15,76.09857142857143
ESSAY_40927,85.205,79.97857142857143
ESSAY_53408,75.0142857142857,81.79714285714286
ESSAY_48496,97.36,86.92571428571429
ESSAY_57232,97.36,83.80071428571429
ESSAY_66600,52.64,74.76
ESSAY_37986,78.58928571428571,87.01214285714286
ESSAY_54706,75.61928571428571,80.30357142857142
ESSAY_48713,96.7942857142857,90.97928571428571
ESSAY_83458,84.655,86.86571428571429
ESSAY_39440,60.17999999999999,79.09857142857143
ESSAY_40741,97.85499999999999,91.06928571428571
ESSAY_45628,47.392857142857146,65.46285714285713
ESSAY_45456,51.779999999999994,68.24142857142857
ESSAY_48515,92.04071428571429,73.55357142857142
ESSAY_66530,70.0957142857143,81.06357142857144
ESSAY_62792,76.20071428571428,86.62214285714285
ESSAY_48708,91.76571428571428,83.54214285714286
ESSAY_45211,52.402857142857144,69.49142857142857
ESSAY_39540,62.82000000000001,71.63642857142857
ESSAY_47173,57.997142857142855,75.4
ESSAY_40925,93.235,87.9557142857143
ESSAY_45210,64.41499999999999,83.68857142857144
ESSAY_40414,54.25714285714285,75.55
ESSAY_40999,89.0,81.97714285714285
ESSAY_45718,85.7942857142857,82.34357142857144
ESSAY_40319,83.41357142857143,87.81428571428572
ESSAY_45088,86.87857142857142,70.40142857142857
ESSAY_63023,89.29071428571429,85.9707142857143
ESSAY_33699,75.61928571428571,82.45071428571428
ESSAY_47810,78.42428571428572,85.2042857142857
ESSAY_63012,90.7207142857143,73.81642857142857
ESSAY_47338,87.41285714285713,69.455
ESSAY_45454,54.73571428571429,69.60499999999999
ESSAY_57263,97.36,86.74214285714285
ESSAY_45219,70.025,83.41714285714286
ESSAY_54701,86.61928571428571,82.59714285714286
ESSAY_39590,62.15,75.36
ESSAY_47187,65.515,69.33142857142857
ESSAY_40286,70.96000000000001,71.095
ESSAY_66638,75.10071428571429,75.98857142857143
ESSAY_46211,88.87428571428572,87.43571428571428
ESSAY_47801,69.9857142857143,85.87571428571428
ESSAY_39184,93.49428571428571,72.96000000000001
ESSAY_57303,92.465,84.96714285714286
ESSAY_38057,90.595,80.81357142857144
ESSAY_39185,88.30857142857143,83.14571428571429
ESSAY_45094,73.9692857142857,65.00785714285715
ESSAY_40289,78.42428571428572,82.32714285714285
ESSAY_39378,63.84928571428571,85.94214285714285
ESSAY_45476,82.19571428571429,79.05857142857143
ESSAY_44336,59.64571428571429,74.83
ESSAY_48714,87.405,88.19428571428571
ESSAY_46213,81.025,87.26571428571428
ESSAY_47193,77.48928571428571,85.36428571428571
ESSAY_47347,92.53571428571429,79.16357142857143
ESSAY_57304,94.81428571428572,80.49357142857143
ESSAY_45227,60.64928571428571,74.39
ESSAY_56340,85.425,88.88571428571429
ESSAY_47199,72.46071428571429,83.44714285714285
ESSAY_39556,56.32000000000001,78.41857142857143
ESSAY_62836,80.97,87.92571428571429
ESSAY_40410,60.06,73.97999999999999
ESSAY_45207,80.82071428571429,88.7307142857143
ESSAY_47174,55.35071428571429,72.545
ESSAY_45225,53.33142857142857,71.72
ESSAY_35502,60.395,82.26214285714286
ESSAY_41885,96.92,72.38
ESSAY_36359,71.49428571428571,83.31214285714286
ESSAY_40978,91.62428571428572,76.05857142857143
ESSAY_48604,94.94,80.59714285714286
ESSAY_78930,85.425,87.11
ESSAY_41224,100.0,87.975
ESSAY_52763,90.265,85.78999999999999
ESSAY_43553,80.2,83.96000000000001
ESSAY_39987,73.82000000000001,85.03999999999999
ESSAY_80740,71.95,80.795
ESSAY_65052,94.115,84.545
ESSAY_36149,61.67,80.66
ESSAY_80765,79.815,85.065
ESSAY_65048,98.24,86.17999999999999
ESSAY_38941,100.0,89.565
ESSAY_52783,86.30499999999999,79.655
ESSAY_52696,87.78999999999999,85.44
ESSAY_39991,77.45,78.77000000000001
ESSAY_37894,79.705,85.94
ESSAY_43465,91.475,84.485
ESSAY_36156,82.565,85.6
ESSAY_38352,82.95,85.78
ESSAY_38939,94.885,76.625
ESSAY_37405,95.545,86.36
ESSAY_65005,89.275,83.42
ESSAY_52761,89.05499999999999,88.92999999999999
ESSAY_65068,96.47999999999999,86.065
ESSAY_40010,62.665,87.265
ESSAY_52649,83.58500000000001,84.66499999999999
ESSAY_52774,89.77000000000001,83.515
ESSAY_63208,76.38,80.635
ESSAY_43542,93.95,81.83
ESSAY_77684,79.925,85.92999999999999
ESSAY_39091,76.515,85.635
ESSAY_41261,92.245,83.91
ESSAY_41249,94.885,85.08500000000001
ESSAY_65029,79.045,79.60499999999999
ESSAY_55975,57.825,66.06
ESSAY_43544,94.225,84.435
ESSAY_80707,73.17999999999999,84.69500000000001
ESSAY_79741,97.525,86.815
ESSAY_38348,90.21000000000001,87.15
ESSAY_52651,66.705,79.1
ESSAY_63615,92.96000000000001,86.735
ESSAY_37872,86.41499999999999,87.33500000000001
ESSAY_56028,76.845,82.985
ESSAY_79745,89.99,85.065
ESSAY_37879,96.92,86.72
ESSAY_43462,83.39,89.57000000000001
ESSAY_37895,81.465,87.09
ESSAY_43453,89.11,85.215
ESSAY_55986,50.010000000000005,70.535
ESSAY_49248,85.47999999999999,82.56
ESSAY_37397,93.51,91.025
ESSAY_39983,76.075,85.21000000000001
ESSAY_49251,84.325,86.83500000000001
ESSAY_52745,88.505,84.84
ESSAY_41220,82.4,85.64
ESSAY_65037,93.84,88.16
ESSAY_55991,71.015,82.235
ESSAY_63224,81.245,85.285
ESSAY_32732,86.8,84.81
ESSAY_33080,89.55,85.81
ESSAY_63618,96.47999999999999,86.12
ESSAY_80736,98.075,89.725
ESSAY_40009,76.35,89.33
ESSAY_80731,78.275,85.49
ESSAY_43567,83.885,76.95
ESSAY_64248,68.32000000000001,76.63
ESSAY_63228,80.31,87.86
ESSAY_38366,85.7,88.625
ESSAY_52652,89.22,89.10499999999999
ESSAY_52779,85.03999999999999,82.28999999999999
ESSAY_54978,95.16,86.255
ESSAY_52657,83.115,58.839999999999996
ESSAY_55979,86.41499999999999,85.485
ESSAY_40015,79.155,87.575
ESSAY_80743,89.55,87.385
ESSAY_63605,78.16499999999999,82.64500000000001
ESSAY_79753,64.045,71.225
ESSAY_80750,95.325,80.58500000000001
ESSAY_53368,98.24,86.47999999999999
ESSAY_52720,83.17,84.52000000000001
ESSAY_80718,87.67999999999999,86.78
ESSAY_38948,98.24,88.38
ESSAY_43468,90.925,85.16
ESSAY_40646,97.08500000000001,85.72
ESSAY_52677,63.825,59.895
ESSAY_43454,96.59,86.67999999999999
ESSAY_56032,96.535,84.465
ESSAY_53058,78.275,80.545
ESSAY_39989,86.8,87.95
ESSAY_80774,87.78999999999999,87.03999999999999
ESSAY_80690,72.905,85.53999999999999
ESSAY_49278,86.41499999999999,83.465
ESSAY_43475,78.715,85.25
ESSAY_63619,96.47999999999999,85.76
ESSAY_80752,90.76,85.64
ESSAY_40011,81.19,89.975
ESSAY_65049,94.28,85.28
ESSAY_55990,79.87,84.49
ESSAY_77340,95.6,89.66999999999999
ESSAY_53084,95.27000000000001,89.11
ESSAY_77311,96.59,91.94000000000001
ESSAY_57362,96.03999999999999,93.46
ESSAY_77308,94.39,85.89
ESSAY_83536,87.02000000000001,91.67999999999999
ESSAY_77303,90.42999999999999,92.12
ESSAY_69951,89.66,87.50999999999999
ESSAY_78961,94.28,87.50999999999999
ESSAY_57376,95.38000000000001,90.66
ESSAY_57368,94.06,90.19000000000001
ESSAY_77345,93.84,87.95
ESSAY_69947,83.72,89.45
ESSAY_74083,91.85999999999999,82.98999999999998
ESSAY_44526,100.0,90.07000000000001
ESSAY_84413,88.67,89.5
ESSAY_77319,93.95,90.8
ESSAY_80905,90.1,89.42999999999999
ESSAY_81253,86.36,91.42999999999999
ESSAY_78973,89.66,87.9
ESSAY_83825,75.8,85.62
ESSAY_64508,94.72,89.62
ESSAY_69964,88.44999999999999,89.21
ESSAY_57377,96.03999999999999,91.04
ESSAY_77333,92.85,89.09
ESSAY_83528,83.28,89.76
ESSAY_80913,82.07000000000001,84.97999999999999
ESSAY_38808,86.58000000000001,88.12
ESSAY_77341,91.86,88.62
ESSAY_80889,98.24,84.63
ESSAY_38401,89.66000000000001,87.04
ESSAY_83556,94.83,89.61
ESSAY_38810,90.65,91.72999999999999
ESSAY_61029,92.41,88.00000000000001
ESSAY_84390,78.44000000000001,89.67
ESSAY_78978,93.4,92.03
ESSAY_80914,85.7,85.92
ESSAY_80907,84.49,89.6
ESSAY_64309,97.36,90.25999999999999
ESSAY_45940,100.0,92.35999999999999
ESSAY_83831,84.49000000000001,91.3
ESSAY_53086,98.67999999999999,91.08999999999999
ESSAY_64506,96.7,89.33
ESSAY_81254,84.71,91.57000000000001
ESSAY_45944,100.0,86.6
ESSAY_78992,90.98,89.96000000000001
ESSAY_74085,89.54999999999998,72.38
ESSAY_78985,94.72,90.25
ESSAY_74094,94.28,86.34
ESSAY_68335,95.6,91.81
ESSAY_59429,89.66,90.16
ESSAY_70850,96.7,89.75999999999999
ESSAY_70849,98.02000000000001,89.94000000000001
ESSAY_68459,94.61,88.69000000000001
ESSAY_54330,94.72,91.41999999999999
ESSAY_54360,97.36,91.75999999999999
ESSAY_73125,96.03999999999999,90.52
ESSAY_70889,87.9,89.82000000000001
ESSAY_59370,81.96,86.21000000000001
ESSAY_65094,98.67999999999999,92.6
ESSAY_75210,80.42,89.79
ESSAY_59412,82.51,88.24
ESSAY_78131,92.96,91.06000000000002
ESSAY_59353,83.72,91.57000000000001
ESSAY_68345,91.2,91.25999999999999
ESSAY_82775,89.66,88.21
ESSAY_75248,76.79,89.72
ESSAY_82708,91.64,91.39000000000001
ESSAY_82811,84.16,91.72999999999999
ESSAY_68471,98.24,89.63999999999999
ESSAY_33205,79.32000000000001,82.05
ESSAY_68343,90.53999999999999,91.6
ESSAY_82807,80.85999999999999,88.33
ESSAY_75212,88.12,91.01
ESSAY_65392,94.39,91.52000000000001
ESSAY_82747,85.47999999999999,92.50999999999999
ESSAY_78126,93.4,87.88
ESSAY_52286,84.27000000000001,89.18
ESSAY_59468,80.75,87.77
ESSAY_70844,92.85,90.32000000000001
ESSAY_82752,84.16,90.78999999999999
ESSAY_43788,91.09,89.26
ESSAY_59337,86.36,90.05999999999999
ESSAY_68331,94.94,91.05
ESSAY_68377,96.92,91.38999999999999
ESSAY_70845,92.3,90.72
ESSAY_70871,94.5,90.8
ESSAY_59334,85.03999999999999,91.27000000000001
ESSAY_59422,85.03999999999999,90.42
ESSAY_65377,90.65,91.88
ESSAY_68340,89.88,89.75
ESSAY_68449,96.92,91.42999999999999
ESSAY_82704,95.6,86.41999999999999
ESSAY_78120,89.66,91.08999999999999
ESSAY_73067,80.64000000000001,90.93999999999998
ESSAY_73051,88.45,91.72999999999999
ESSAY_68386,96.92,91.85
ESSAY_59470,78.99000000000001,90.88
ESSAY_75190,79.76000000000002,87.61999999999999
ESSAY_78138,88.67,84.0
ESSAY_70893,96.92,88.64
ESSAY_54331,96.37,91.57000000000001
ESSAY_78122,93.62,90.42999999999999
ESSAY_59413,78.0,90.15
ESSAY_75232,85.37,88.26
ESSAY_70851,94.72,81.67
ESSAY_59433,87.78999999999999,90.16
ESSAY_59391,77.12,88.01
ESSAY_59301,89.33,90.11000000000001
ESSAY_59446,84.16,90.25
ESSAY_82755,96.7,91.38999999999999
ESSAY_73072,88.34,88.48999999999998
ESSAY_70866,99.56,91.21
ESSAY_75179,81.52000000000001,87.60999999999999
ESSAY_43780,68.87,80.05
ESSAY_70837,93.4,90.1
ESSAY_54361,96.7,90.63999999999999
ESSAY_82800,86.14,87.01
ESSAY_75188,87.13,91.11000000000001
ESSAY_43774,86.14,89.22999999999999
ESSAY_75163,74.7,83.34
ESSAY_32819,76.57000000000001,82.23
ESSAY_65380,87.57000000000001,86.83
ESSAY_73049,90.97999999999999,92.92999999999999
ESSAY_68483,98.24,90.38
ESSAY_59461,88.00999999999999,91.6
ESSAY_70843,96.03999999999999,90.88
ESSAY_65385,88.34,91.0
ESSAY_75260,87.67999999999999,90.54
ESSAY_59321,67.95,79.09
ESSAY_73063,85.81,90.21
ESSAY_82818,84.82,92.08999999999999
ESSAY_82733,81.19,86.37
ESSAY_65375,87.57000000000001,90.08
ESSAY_59447,89.0,91.6
ESSAY_59398,83.28,90.54
ESSAY_59459,82.95,90.81000000000002
ESSAY_68472,98.24,89.74
ESSAY_78105,92.3,91.76
ESSAY_82808,81.19,91.17999999999999
ESSAY_70885,92.08,91.27000000000001
ESSAY_32811,91.53,90.41
ESSAY_70826,92.41,89.43999999999998
ESSAY_65379,87.9,86.08
ESSAY_82691,94.28,87.14000000000001
ESSAY_82824,81.19000000000001,90.01000000000002
ESSAY_54622,92.52000000000001,89.47999999999999
ESSAY_73114,95.38,91.0
ESSAY_68463,98.24,87.92
ESSAY_70100,78.71587301587302,81.97142857142858
ESSAY_79218,74.15,74.70396825396826
ESSAY_79203,81.3436507936508,88.84920634920636
ESSAY_84055,78.33174603174604,83.77460317460317
ESSAY_70117,86.7563492063492,88.07936507936509
ESSAY_80986,86.634126984127,88.27698412698412
ESSAY_64533,92.3,76.7642857142857
ESSAY_77461,90.80714285714285,87.95079365079366
ESSAY_79156,82.00714285714285,85.62301587301587
ESSAY_64537,72.83174603174604,84.05555555555556
ESSAY_77579,79.27460317460317,87.90238095238095
ESSAY_79313,86.08412698412698,90.02698412698412
ESSAY_77555,85.63015873015873,86.47063492063492
ESSAY_64548,74.78730158730158,87.40714285714286
ESSAY_64556,78.94285714285715,87.72777777777779
ESSAY_80990,92.85,89.43015873015872
ESSAY_79229,87.46349206349205,79.11111111111111
ESSAY_70090,84.37301587301587,86.6484126984127
ESSAY_79243,71.12936507936509,83.70555555555555
ESSAY_77551,84.55634920634921,86.02619047619048
ESSAY_64558,95.6,88.41190476190476
ESSAY_84048,80.04285714285714,88.78174603174604
ESSAY_64535,92.92857142857142,84.87380952380951
ESSAY_83617,83.115873015873,83.40873015873017
ESSAY_77475,93.67063492063491,89.14682539682539
ESSAY_84047,78.33174603174604,78.26190476190476
ESSAY_77474,86.87857142857142,90.27777777777779
ESSAY_70071,79.14365079365079,87.72777777777779
ESSAY_77578,80.28730158730158,85.20079365079366
ESSAY_84049,77.35396825396825,88.56904761904761
ESSAY_79210,87.94365079365079,90.47460317460317
ESSAY_84050,81.78888888888889,78.8626984126984
ESSAY_79250,83.84920634920636,83.3373015873016
ESSAY_70047,87.51587301587301,87.77222222222221
ESSAY_79148,81.3873015873016,87.9595238095238
ESSAY_79115,78.4888888888889,84.93095238095239
ESSAY_64523,93.24285714285715,88.71507936507938
ESSAY_77517,81.64920634920635,79.19126984126983
ESSAY_77483,82.52222222222221,89.8079365079365
ESSAY_74123,84.41666666666666,85.41666666666666
ESSAY_77576,83.18571428571428,84.88333333333334
ESSAY_77572,83.03730158730158,86.3031746031746
ESSAY_77580,82.17301587301588,84.30238095238096
ESSAY_84017,86.72142857142858,87.91825396825396
ESSAY_77512,83.36031746031746,83.08650793650794
ESSAY_79101,81.91111111111111,82.90873015873017
ESSAY_79202,59.81984126984128,71.6
